5.5266e-01
3.7438e-04
2.3565e+00
3.2033e+05
    1    2    5.397160e-20    5.362950e-23
    1    3    5.145209e-21    1.588309e-23
    2    3    1.881843e-16    3.125001e-18
    3    6    2.585639e-26   -3.895964e-28
    3    7    4.935095e-27    1.032368e-28
    4    7    1.356474e-23   -2.669566e-26
    4    8    2.326707e-15    1.005716e-16
    4   10    6.981910e-27   -2.959446e-24
    5   10    3.304529e-20   -3.546384e-22
    5   11    8.937505e-20    2.782573e-22
    6   11    2.814537e-14    5.468678e-16
    6   12    6.201608e-04   -5.455847e-07
    6   13    4.153735e-11   -2.198702e-15
    6   14    1.528519e-12   -2.696138e-14
    6   15    1.173903e-27   -2.956726e-29
    7   12    5.780411e-25    1.502780e-26
    7   13    2.504156e-11    2.203194e-13
    7   14    8.922380e-10    6.926317e-12
    7   15    1.203539e-08    1.233187e-10
    7   16    5.536929e-21    3.251128e-23
    7   17    8.704506e-27   -4.573023e-29
    8   14    1.370076e-13    3.321116e-15
    8   15    1.030211e-08    2.577773e-10
    8   16    4.582363e-02   -2.968847e-08
    8   17    1.080612e-08   -4.558974e-11
    8   18    8.538286e-13   -2.115752e-14
    8   19    4.984650e-22   -1.763543e-23
    8   20    1.801671e-29   -2.209550e-31
    9   15    2.171850e-28    5.681863e-30
    9   16    1.511511e-21    4.327822e-23
    9   17    7.387573e-12    4.928434e-14
    9   18    4.845297e-10   -5.327644e-12
    9   19    3.524205e-09    8.445495e-11
    9   20    3.223163e-16    3.404036e-18
    9   21    1.729770e-22   -5.449532e-24
   10   17    1.916228e-30    7.178434e-32
   10   18    4.274141e-16    8.676348e-18
   10   19    3.772369e-11    9.557433e-13
   10   20    8.396810e-03    1.217405e-07
   10   21    7.124255e-06   -4.524326e-08
   10   22    1.052274e-06   -1.321171e-08
   10   23    2.981161e-15   -7.948476e-17
   10   24    3.414178e-22   -1.125384e-23
   11   19    8.214926e-28    2.020757e-29
   11   20    3.117213e-18    1.107491e-19
   11   21    9.242270e-09    9.795411e-11
   11   22    4.237034e-07    2.119114e-09
   11   23    1.599665e-04    3.691707e-08
   11   24    2.040076e-11   -2.746146e-13
   11   25    3.243391e-16   -1.063048e-17
   11   26    4.640860e-24   -2.161951e-25
   12   21    2.617464e-23    1.246942e-24
   12   22    3.991011e-14    1.288935e-15
   12   23    1.349777e-06    1.399951e-08
   12   24    2.118199e-03    3.177407e-07
   12   25    3.664917e-04   -2.483743e-07
   12   26    2.886258e-04    6.256979e-08
   12   27    2.363827e-12   -3.113004e-14
   12   28    3.447695e-19   -1.093594e-20
   12   29    1.031365e-28   -3.495247e-30
   13   23    1.341698e-27    5.311902e-29
   13   24    3.602386e-14    7.152083e-16
   13   25    1.255965e-09    1.321662e-11
   13   26    4.261734e-09   -1.586312e-10
   13   27    2.713428e-04    2.492728e-07
   13   28    5.222573e-10   -9.788863e-12
   13   29    2.207775e-14   -4.870712e-16
   13   30    1.177147e-21   -4.149257e-23
   13   31    9.273199e-29   -4.537351e-30
   14   25    1.714932e-19    6.491741e-21
   14   26    3.871055e-12    1.024393e-13
   14   27    2.534622e-05   -3.733037e-07
   14   28    2.569086e-04    9.613452e-08
   14   29    7.438163e-05    3.800405e-08
   14   30    3.340906e-05    2.254129e-08
   14   31    3.660214e-11   -4.566216e-13
   14   32    1.310968e-17   -4.002032e-19
   14   33    1.465895e-25   -4.946783e-27
   15   27    1.075094e-21    3.584134e-23
   15   28    1.347001e-12   -6.359979e-15
   15   29    5.108513e-10    6.037238e-12
   15   30    1.783371e-08   -5.643273e-10
   15   31    1.304865e-06   -2.244742e-08
   15   32    3.970911e-12   -8.731138e-14
   15   33    2.214357e-13   -3.971061e-15
   15   34    9.348687e-20   -2.918204e-21
   15   35    4.046709e-26   -2.066850e-27
   16   28    9.562671e-29    4.277829e-30
   16   29    1.239509e-17    1.000096e-19
   16   30    1.586851e-12   -6.200725e-15
   16   31    9.034134e-08   -1.030515e-10
   16   32    2.902178e-06    2.730788e-08
   16   33    4.423829e-08   -1.187699e-10
   16   34    8.124356e-10   -4.478835e-11
   16   35    4.797533e-14   -6.898581e-15
   16   36    8.272417e-17   -5.388146e-18
   16   37    8.286631e-25   -5.521088e-26
   17   30    2.110877e-30    2.661025e-32
   17   31    3.858433e-23    7.904101e-26
   17   32    6.234499e-16    7.915744e-18
   17   33    9.810367e-15   -8.380021e-17
   17   34    3.194630e-09    3.129226e-11
   17   35    3.560209e-09   -4.575485e-10
   17   36    1.461765e-13   -6.766757e-15
   17   37    1.811628e-14    2.909801e-17
   17   38    2.049710e-20   -2.012648e-22
   17   39    8.700995e-26   -1.979108e-27
   18   32    1.743882e-30    2.234265e-32
   18   33    2.395458e-25    1.112583e-26
   18   34    2.965461e-17    2.156714e-19
   18   35    4.503653e-09    1.599644e-10
   18   36    2.621371e-08    5.991902e-11
   18   37    3.314267e-11    4.765054e-13
   18   38    7.125482e-12   -4.168659e-13
   18   39    1.026926e-15   -2.280121e-17
   18   40    3.090428e-17   -2.058354e-18
   18   41    9.640744e-23   -7.026483e-24
   18   42    2.185992e-25   -9.551298e-27
   19   35    2.465661e-28    3.137347e-30
   19   36    3.236896e-17    1.429506e-18
   19   37    1.273040e-15    1.494462e-17
   19   38    2.536786e-12    8.229002e-14
   19   39    2.817412e-10   -1.418165e-12
   19   40    7.421797e-14   -2.102376e-15
   19   41    4.044517e-14   -4.709168e-16
   19   42    1.756842e-18   -4.973313e-20
   19   43    2.355388e-19   -1.766662e-20
   19   44    4.585567e-24   -4.163252e-25
   19   45    2.271042e-28   -3.551682e-29
   20   38    2.174054e-18    5.871434e-20
   20   39    1.025222e-12    5.863889e-14
   20   40    2.804660e-08    6.763783e-10
   20   41    8.242721e-10    2.422300e-12
   20   42    1.466492e-08   -6.023667e-10
   20   43    1.307244e-10   -7.114078e-12
   20   44    2.637930e-11   -6.695958e-12
   20   45    6.649812e-15   -1.244541e-15
   20   46    1.415360e-15   -5.572870e-16
   20   47    4.481851e-20   -1.866284e-20
   20   48    4.162690e-21   -4.298788e-21
   20   49    1.384557e-27   -1.426774e-27
   21   40    4.665466e-23    2.951956e-24
   21   41    6.063278e-17    1.922048e-18
   21   42    3.411835e-13    5.823363e-15
   21   43    4.692171e-09   -1.312724e-10
   21   44    1.126303e-10   -7.194454e-12
   21   45    6.552671e-10   -9.497067e-11
   21   46    4.719081e-13   -8.035517e-14
   21   47    6.633651e-15   -1.203918e-15
   21   48    2.377264e-16   -1.435944e-16
   21   49    3.441996e-18   -2.157997e-18
   21   50    3.773515e-23   -2.357898e-23
   21   51    1.373174e-27   -8.619134e-28
   22   42    1.033591e-21    4.643652e-23
   22   43    7.281056e-15    2.385317e-16
   22   44    9.624813e-09    5.639667e-11
   22   45    7.852806e-09   -2.150503e-11
   22   46    3.881286e-08   -8.096080e-10
   22   47    2.716748e-09    7.370073e-12
   22   48    6.912666e-10   -5.909090e-11
   22   49    2.484644e-12   -3.284658e-13
   22   50    9.075566e-10   -1.223547e-10
   22   51    3.149247e-14   -4.512389e-15
   22   52    1.229565e-18   -2.005523e-19
   22   53    1.594604e-24   -2.581923e-25
   22   54    1.878755e-29   -3.456537e-30
   23   44    3.173812e-22    1.341142e-23
   23   45    1.067669e-18    3.947772e-20
   23   46    1.625900e-10    2.657116e-12
   23   47    4.395180e-08    4.778983e-10
   23   48    4.202102e-09    1.830989e-11
   23   49    5.408283e-09   -2.816853e-10
   23   50    5.417521e-11   -8.053560e-12
   23   51    1.384117e-09   -1.714983e-10
   23   52    1.269808e-12   -1.604924e-13
   23   53    2.479597e-16   -3.689125e-17
   23   54    1.709388e-21   -2.540124e-22
   23   55    1.293109e-25   -2.181460e-26
   24   45    1.080289e-28    5.725864e-30
   24   46    2.197597e-21    1.169034e-22
   24   47    1.335345e-11    4.441913e-13
   24   48    2.906080e-09    1.474977e-10
   24   49    6.277573e-09    2.080360e-10
   24   50    1.991824e-08    3.909086e-11
   24   51    1.739469e-08   -5.681141e-10
   24   52    2.410581e-08   -7.895117e-10
   24   53    1.239441e-10   -1.649757e-11
   24   54    1.787127e-09   -2.497275e-10
   24   55    9.784341e-14   -1.392163e-14
   24   56    1.074294e-17   -1.945787e-18
   24   57    1.023333e-23   -1.839480e-24
   24   58    5.324680e-28   -1.220963e-28
   25   48    7.808997e-19    3.351573e-20
   25   49    7.814859e-16    4.707564e-17
   25   50    2.676256e-11    1.319317e-12
   25   51    7.425570e-09    2.931049e-10
   25   52    1.929274e-08    3.064056e-10
   25   53    3.328159e-08    3.221212e-11
   25   54    5.555713e-09   -4.900594e-10
   25   55    3.605723e-09   -4.215853e-10
   25   56    4.282310e-12   -4.928723e-13
   25   57    3.096408e-15   -5.057541e-16
   25   58    1.110463e-19   -1.841136e-20
   25   59    5.955571e-23   -1.307318e-23
   25   60    5.660171e-29   -1.229019e-29
   26   49    6.696535e-25    3.602711e-26
   26   50    9.735973e-20    7.215438e-21
   26   51    8.932357e-13    6.130888e-14
   26   52    1.858630e-10    1.377333e-11
   26   53    6.515682e-09    3.847142e-10
   26   54    6.402554e-08    1.086537e-09
   26   55    7.412645e-08   -6.900665e-10
   26   56    1.021370e-06   -1.862734e-08
   26   57    5.127154e-08   -4.574439e-09
   26   58    7.778139e-07   -4.690999e-08
   26   59    1.605824e-10   -1.038086e-11
   26   60    1.145087e-13   -1.505086e-14
   26   61    3.424363e-19   -4.434911e-20
   26   62    1.545802e-22   -3.032001e-23
   26   63    2.003605e-29   -3.913036e-30
   27   51    5.380643e-30    4.292817e-31
   27   52    9.903695e-23    7.479112e-24
   27   53    5.019642e-18    4.141519e-19
   27   54    1.064334e-11    8.308999e-13
   27   55    7.252958e-09    3.607727e-10
   27   56    2.745093e-08    8.494119e-10
   27   57    1.083547e-06    4.690676e-09
   27   58    2.429285e-07   -5.681068e-09
   27   59    1.691777e-06   -5.475805e-08
   27   60    3.291401e-09   -1.509656e-10
   27   61    1.844327e-11   -1.748487e-12
   27   62    3.661282e-15   -3.430001e-16
   27   63    1.921941e-17   -2.232773e-18
   27   64    1.121239e-22   -1.266042e-23
   27   65    2.507613e-25   -2.995837e-26
   28   53    1.553452e-27    1.356273e-28
   28   54    1.385662e-22    1.321489e-23
   28   55    6.058956e-14    6.178012e-15
   28   56    8.600761e-11    6.341744e-12
   28   57    4.466089e-09    2.996389e-10
   28   58    6.350115e-07    2.491257e-08
   28   59    2.306243e-06    5.139190e-08
   28   60    4.538860e-06    4.031979e-08
   28   61    4.981421e-07   -8.727354e-09
   28   62    1.235185e-06   -2.532368e-08
   28   63    1.559976e-09   -3.650636e-11
   28   64    2.451308e-07   -1.337447e-08
   28   65    1.699154e-11   -8.816140e-13
   28   66    5.875915e-14   -4.840517e-15
   28   67    2.772207e-19   -2.202103e-20
   28   68    3.936785e-22   -3.707689e-23
   28   69    2.052758e-29   -1.927730e-30
   29   57    1.309478e-20    1.050248e-21
   29   58    7.979811e-15    6.214069e-16
   29   59    7.045972e-11    3.637710e-12
   29   60    2.132039e-08    8.096846e-10
   29   61    3.296702e-07    8.194116e-09
   29   62    3.120826e-07    3.252145e-09
   29   63    1.271050e-06    1.244276e-09
   29   64    1.310382e-07   -3.123993e-09
   29   65    4.779386e-07   -1.679505e-08
   29   66    6.240666e-10   -1.955509e-11
   29   67    1.685179e-11   -9.635334e-13
   29   68    7.692594e-16   -4.096410e-17
   29   69    8.167707e-18   -5.298502e-19
   29   70    5.716313e-24   -3.631472e-25
   29   71    2.584595e-26   -1.646368e-27
   30   58    3.133514e-28    2.813289e-29
   30   59    1.253828e-20    1.112308e-21
   30   60    2.001751e-13    1.578971e-14
   30   61    1.300073e-09    8.298844e-11
   30   62    6.796447e-08    3.467987e-09
   30   63    8.662704e-08    3.949302e-09
   30   64    1.737937e-06    3.201911e-08
   30   65    6.339215e-07    9.286749e-09
   30   66    1.508017e-06   -5.681892e-09
   30   67    7.821900e-09   -1.675037e-10
   30   68    4.827575e-07   -1.544994e-08
   30   69    9.746496e-11   -2.819496e-12
   30   70    3.301197e-11   -1.534876e-12
   30   71    6.982697e-16   -3.047726e-17
   30   72    3.340931e-17   -1.578609e-18
   30   73    9.701389e-23   -4.368527e-24
   30   74    4.670413e-25   -2.116863e-26
   31   61    4.977755e-26    3.902728e-27
   31   62    2.360345e-15    1.759897e-16
   31   63    2.600050e-13    1.600804e-14
   31   64    4.645526e-11    2.734517e-12
   31   65    4.617164e-09    1.481768e-10
   31   66    6.190357e-08    2.126692e-09
   31   67    5.865164e-07    1.176647e-08
   31   68    1.216490e-08    1.484543e-10
   31   69    5.764977e-07   -9.632543e-10
   31   70    3.329160e-09    2.425883e-11
   31   71    3.917662e-08   -1.564056e-09
   31   72    1.425695e-11   -5.031115e-13
   31   73    1.537209e-12   -5.470201e-14
   31   74    2.116094e-16   -6.562842e-18
   31   75    5.244606e-18   -1.516350e-19
   31   76    1.426566e-23   -3.639901e-25
