1 1 4.8728e-20
1 2 1.40341e-22
2 3 2.05355e-12
2 4 2.41027e-10
3 6 2.64769e-16
3 7 3.10035e-16
4 9 0
5 10 3.17219e-13
5 11 4.49085e-05
6 12 2.16774
6 13 3.79841e-05
7 14 0.00535646
7 15 13.4568
8 16 76.7354
8 17 0.00282078
8 18 0.000312821
9 19 0.108335
10 20 97.737
10 21 94.0768
10 22 0.379789
11 23 91.2888
12 24 102.643
12 25 116
12 26 82.4866
13 27 92.3607
14 28 17.6324
14 29 66.2614
14 30 117.12
15 31 40.0344
16 32 4.02863
16 33 18.1786
16 34 39.5695
16 36 0.0986197
17 35 8.5581
17 37 0.0826377
18 36 0.885026
18 38 13.5579
18 40 0.00498508
19 39 1.55821
19 40 0.652107
19 41 0.00176515
20 40 0.228934
20 42 11.1144
20 43 4.41785
20 44 1.34932
20 46 2.04989
20 48 0.488405
21 45 4.84062
22 46 4.58536
22 47 1.24908
22 48 0.214495
22 49 3.19614
22 50 10.4973
23 50 0.594609
23 51 0.416608
24 50 0.44833
24 52 0.342309
24 53 0.205491
24 54 10.453
25 55 0.0852633
26 54 0.0685682
26 56 0.0713284
26 57 1.22521
26 58 50.0254
27 59 22.0498
28 58 0.546711
28 60 10.4258
28 61 47.6887
28 62 75.1581
28 64 75.4445
29 63 64.7174
29 65 163.73
30 64 121.033
30 66 177.682
30 67 123.659
30 68 140.36
30 70 0.463325
31 69 191.562
31 71 227.029
32 70 1229.81
32 72 332.366
32 73 99.6622
32 74 99.9296
32 76 0.0354202
33 75 89.0326
34 74 8744.98
34 76 1315.09
34 77 115.386
34 78 188.425
34 80 3.67244
34 82 0.0144561
35 79 108.061
35 81 51.2337
36 78 12260.7
36 80 3647.81
36 82 621.217
36 83 87.5342
36 84 79.9076
36 86 2.42474
37 85 149.778
37 87 502.923
38 84 5213.68
38 86 629.09
38 87 474.864
38 88 306.55
39 89 781.567
40 90 876.056
40 91 20.6996
40 92 11.2596
40 94 4.78781
40 96 0.0490858
41 93 11.2477
42 92 140.96
42 94 58.8683
42 95 2.47508
42 96 7.10695
42 97 1.73714
42 98 3.0846
42 100 0.000236744
44 96 4.58247
44 98 13.6279
44 99 0.807177
44 100 4.99521
44 101 0.376347
44 102 0.00885947
44 104 0.000918704
45 103 0.559484
46 102 49.6415
46 104 6.36207
46 105 0.348385
46 106 2.09196
46 108 1.94885
46 110 0.00415974
47 107 0.733475
47 109 0.836845
48 106 20.3463
48 108 27.7694
48 110 4.21969
48 111 0.399623
48 112 1.77295
48 113 0.00747681
48 114 2.01567
48 116 0.000683097
49 113 23.9328
49 115 0.0171821
50 112 14.6786
50 114 46.2505
50 115 9.42186
50 116 3.22226
50 117 0.530553
50 118 1.92469
50 119 0.520368
50 120 1.4398
50 122 0.0747478
50 124 0.00644677
51 121 0.540786
51 123 0.0177259
52 120 25.0433
52 122 2.78731
52 123 0.848915
52 124 1.89604
52 125 0.165776
52 126 0.567881
52 128 0.00892557
52 130 0.0195634
53 127 0.07679
54 124 99.2598
54 126 62.4839
54 128 3.9137
54 129 0.0501523
54 130 2.22348
54 131 0.0736545
54 132 0.685908
54 134 0.0322685
54 136 0.400048
55 133 0.309439
56 130 310.337
56 132 230.483
56 134 9.19289
56 135 0.294338
56 136 4.91373
56 137 1.30133
56 138 3.03972
57 138 11.2138
57 139 2.67718
58 136 100.033
58 138 70.2818
58 140 2.50952
58 142 0.00869755
59 141 1.32294
60 142 4.79637
60 143 0.277067
60 144 0.832014
60 145 0.0701119
60 146 0.489018
60 148 0.000434907
60 150 8.14007e-10
62 144 161.438
62 147 0.174956
62 148 2.18811
62 149 0.0395697
62 150 1.56086
62 152 0.0804501
62 154 0.000468521
63 151 0.076129
63 153 0.100513
64 152 17.8025
64 154 3.55803
64 155 0.0365677
64 156 0.47829
64 157 0.0471188
64 158 0.497243
64 160 1.38854e-05
65 159 0.0918156
66 156 43.6647
66 158 33.2893
66 160 3.58233
66 161 0.0390057
66 162 0.334532
66 163 0.0126728
66 164 0.092412
67 165 0.0944716
68 162 49.4283
68 164 6.53652
68 166 0.45343
68 167 0.0538416
68 168 0.434434
68 170 0.00122252
69 169 0.273313
70 168 93.8383
70 170 5.88921
70 171 0.146557
70 172 1.10459
70 173 0.128033
70 174 0.703443
70 176 0.000508791
71 175 0.210855
71 176 0.010691
72 174 51.9875
72 176 5.38112
72 177 0.0754333
72 178 0.850129
72 179 0.068808
72 180 0.576963
73 180 33.7387
73 181 0.546516
74 180 38.1023
74 182 0.708588
74 183 0.0748092
74 184 0.298092
74 186 0.0101054
75 185 0.250294
75 187 0.00233735
76 184 121.94
76 186 3.94598
76 187 0.34025
76 188 0.30908
76 189 0.00736408
76 190 0.123461
76 192 0.00151531
77 191 0.0238138
77 193 0.0115953
78 190 50.6871
78 192 2.69323
78 194 0.0789597
78 195 0.0042587
78 196 0.112314
78 198 0.000650346
79 197 0.0612101
80 196 76.246
80 198 3.64268
80 199 0.378443
80 200 1.97982
80 201 0.553186
80 202 1.64147
80 204 0.110964
81 203 1.12005
81 205 0.0359596
82 204 9.42266
82 206 3.57732
82 207 1.88139
82 208 1.85243
83 209 0.441028
