0 4.41856e-07 3.48944e-08 4.41305e-08 1.036e-09 2.28075e-11 3.90705e-10 1.36445e-10 4.24998e-10 3.82821e-10 3.53824e-11 5.18981e-13 8.8587e-11 1.54243e-12 1.2821e-15 1.97121e-16 3.16434e-16 7.55359e-17 8.97484e-18 1.607e-17 3.98108e-28 3.47681e-18 1.28914e-17 3.34768e-17 0 0 0 0 0 0 0 0 0 0 0 0 
1 5.99942e-07 4.11785e-08 1.62849e-08 1.14394e-08 4.77767e-09 5.47356e-10 3.37444e-10 7.81297e-10 5.67232e-10 2.80982e-10 2.97003e-11 7.07249e-10 8.93577e-10 6.95169e-12 4.00236e-11 9.92748e-10 2.7051e-10 5.69899e-10 3.96719e-11 1.23652e-18 8.2417e-11 4.7381e-11 5.81346e-10 0 0 0 0 0 0 0 0 0 0 0 0 
2 1.4699e-06 9.61414e-07 4.48273e-07 5.17414e-08 1.28731e-08 1.00483e-10 3.20496e-10 2.90856e-10 6.61957e-11 4.14281e-10 3.61345e-11 6.26645e-10 1.42536e-09 1.40122e-11 1.69441e-10 1.12645e-09 4.94359e-10 2.12932e-09 4.30031e-10 2.56416e-16 3.27243e-10 1.04276e-10 1.83841e-09 3.06934e-16 8.67833e-14 8.20842e-12 3.46215e-13 1.33802e-12 1.63296e-14 1.21692e-16 6.82045e-29 5.98386e-17 4.4106e-19 1.28179e-16 2.69207e-21 
3 3.48282e-06 1.79381e-06 7.12494e-07 5.5879e-08 1.26544e-08 9.81153e-11 2.52946e-10 9.84191e-11 9.14248e-12 2.49965e-10 4.30853e-11 5.33529e-11 7.50836e-10 1.33024e-11 1.95545e-10 1.8174e-10 4.27118e-10 2.10357e-09 1.7976e-09 2.105e-12 3.44186e-10 3.32517e-10 1.68176e-09 4.80497e-15 2.21096e-12 2.55915e-11 1.59797e-11 1.18069e-10 4.01327e-11 3.42697e-11 4.16466e-20 3.08419e-11 1.9001e-12 8.83183e-11 8.14536e-13 
4 2.34478e-06 7.30579e-07 1.96545e-07 3.76665e-09 2.58347e-09 9.07078e-12 7.26706e-11 4.88899e-12 1.93435e-13 2.46954e-11 6.13567e-11 3.77964e-13 9.69372e-11 5.77416e-12 3.44497e-11 2.9128e-12 1.48637e-10 1.46389e-10 1.32341e-09 5.00277e-12 3.75472e-11 2.9781e-10 1.58666e-10 4.01219e-13 1.50538e-11 2.09261e-11 2.80364e-11 1.28695e-10 5.08068e-11 4.35875e-11 2.1411e-15 3.97078e-11 3.29904e-12 9.91125e-11 5.30881e-12 
5 6.71682e-07 1.39511e-07 4.4565e-08 1.33416e-10 2.36113e-10 4.16627e-13 4.10465e-11 5.17829e-13 2.47921e-14 4.48865e-12 5.47955e-11 4.59967e-14 4.40038e-11 4.71562e-12 1.44482e-12 2.60384e-14 5.55743e-12 2.51496e-13 2.03385e-11 3.89701e-12 6.46019e-13 4.1223e-11 7.66996e-11 5.07484e-12 1.44055e-11 1.81348e-11 1.93185e-11 2.79263e-11 4.45281e-11 2.01161e-11 7.51547e-15 1.32541e-11 1.80297e-11 2.77054e-11 5.46993e-11 
6 1.31777e-13 4.8941e-15 1.47219e-15 6.28321e-16 9.88499e-11 1.23859e-17 1.7202e-11 1.03865e-14 1.42607e-17 3.04955e-12 5.39427e-11 3.09807e-16 2.63381e-11 2.01288e-11 1.02816e-13 8.85261e-17 4.04254e-13 9.64549e-16 1.00361e-12 1.51031e-12 3.0198e-15 3.39038e-12 2.32941e-11 7.93038e-12 1.48682e-12 1.43056e-11 7.10149e-12 2.30474e-11 3.8953e-11 3.25288e-11 1.82094e-14 2.70496e-11 3.03227e-11 2.12632e-11 5.49428e-11 
7 3.72671e-15 1.30231e-16 3.71872e-17 2.78248e-16 2.25977e-11 2.32376e-20 3.55372e-12 1.31741e-16 1.65692e-19 3.02138e-12 5.32534e-11 1.00666e-18 8.60769e-12 3.94121e-11 3.79681e-15 4.59673e-20 1.56273e-14 7.87895e-19 4.37078e-14 6.33048e-13 1.69048e-18 9.70746e-14 2.87202e-12 6.78294e-12 2.25811e-14 2.53761e-12 3.60182e-13 1.26147e-11 5.71254e-12 2.47547e-11 3.82538e-14 2.95688e-11 1.54009e-11 5.16359e-12 5.35283e-12 
8 2.28925e-16 8.1267e-18 2.21756e-18 2.77834e-16 5.29402e-12 1.84338e-22 6.99899e-13 2.55754e-18 3.14035e-21 3.06182e-12 5.30958e-11 6.90633e-21 2.58903e-12 4.66345e-11 1.0109e-16 2.35454e-23 4.1715e-16 4.95906e-22 1.3237e-15 1.35366e-13 9.98751e-22 2.54006e-15 1.35813e-13 7.08574e-12 1.1432e-15 1.23302e-12 2.95841e-14 9.09368e-12 3.74804e-13 3.1498e-12 6.04163e-14 7.956e-12 1.87569e-12 5.04835e-13 4.69318e-13 
9 1.97426e-17 7.4526e-19 1.92893e-19 2.77033e-16 1.80102e-12 3.59668e-23 1.35499e-13 5.23568e-20 6.80209e-23 3.07259e-12 5.3575e-11 1.26937e-22 1.27117e-12 4.83767e-11 2.31996e-18 1.03963e-26 9.81421e-18 2.61737e-25 3.32407e-17 2.128e-14 5.4058e-25 6.25947e-17 4.23597e-15 7.14044e-12 5.36396e-17 1.10348e-12 1.78911e-15 8.67122e-12 2.31478e-14 2.22526e-13 7.09115e-14 1.54032e-12 2.03902e-13 5.80124e-14 2.43233e-14 
