34 74 6.31748e-07 1.0295e-09 7.59267
36 78 1.66732e-08 3.0187e-10 0.683405
38 84 5.13624e-09 2.8047e-10 0.226588
42 92 2.61018e-09 8.79656e-10 0.0367144
42 94 1.57171e-09 5.61142e-10 0.034656
44 96 6.35214e-10 2.50116e-10 0.0314237
44 98 5.27837e-10 8.67616e-11 0.075275
46 102 1.47271e-09 3.2251e-11 0.565007
48 106 2.95868e-09 5.04077e-11 0.726239
48 108 1.15258e-09 3.71532e-11 0.383844
49 113 5.05288e-10 2.28666e-11 0.273411
50 112 6.67189e-09 1.00573e-10 0.82082
50 114 1.97071e-09 7.03603e-11 0.346555
50 115 3.69393e-10 3.78159e-11 0.120863
52 120 4.69729e-10 1.76053e-11 0.330129
54 124 1.11481e-09 2.32106e-11 0.59428
54 126 1.29487e-09 2.1354e-11 0.750287
56 130 2.62825e-09 1.59484e-11 2.03905
56 132 2.83295e-09 1.55594e-11 2.25281
57 138 9.96363e-13 1.18684e-12 0.0103874
58 136 2.98593e-10 7.91225e-12 0.466936
58 138 5.92444e-10 1.04721e-11 0.69999
62 144 2.68138e-09 2.70271e-11 1.22754
64 152 5.09009e-11 3.22965e-12 0.195006
66 156 8.08433e-12 7.61579e-13 0.131343
66 158 1.12731e-10 1.33486e-12 1.04493
68 162 5.08703e-11 1.2826e-12 0.490739
68 164 4.69037e-10 1.48926e-11 0.389686
70 168 2.34118e-10 1.14738e-12 2.52468
72 174 1.59775e-10 1.36441e-12 1.44892
73 180 4.50487e-13 1.12006e-14 0.497645
74 180 1.3041e-10 1.844e-12 0.875045
76 184 6.92801e-11 5.77129e-13 1.4853
78 190 3.24495e-10 8.6028e-13 4.66709
80 196 1.19338e-10 1.53692e-12 0.960737
