34 74 9.01098e-06 1.0295e-09 10.6336
36 78 3.70139e-06 3.0187e-10 14.8964
38 84 1.46229e-06 2.8047e-10 6.33406
42 92 1.23996e-07 8.79656e-10 0.17125
42 94 3.32794e-08 5.61142e-10 0.0720505
44 96 1.14615e-09 2.50116e-10 0.00556718
44 98 1.18267e-09 8.67616e-11 0.0165604
46 102 1.60099e-09 3.2251e-11 0.0603088
48 106 1.02561e-09 5.04077e-11 0.0247184
48 108 1.03259e-09 3.71532e-11 0.0337651
49 113 6.14029e-10 2.28666e-11 0.0326229
50 112 1.47628e-09 1.00573e-10 0.017833
50 114 3.25573e-09 7.03603e-11 0.0562155
50 115 3.56635e-10 3.78159e-11 0.0114574
52 120 4.4101e-10 1.76053e-11 0.0304328
54 124 2.30388e-09 2.32106e-11 0.120589
54 126 1.34661e-09 2.1354e-11 0.0766121
56 130 4.94944e-09 1.59484e-11 0.377028
56 132 3.6121e-09 1.55594e-11 0.282035
57 138 1.3309e-11 1.18684e-12 0.0136235
58 136 7.92042e-10 7.91225e-12 0.121614
58 138 8.26698e-10 1.04721e-11 0.0959067
62 144 4.36319e-09 2.70271e-11 0.196128
64 152 5.74968e-11 3.22965e-12 0.0216283
66 156 3.3268e-11 7.61579e-13 0.0530697
66 158 9.55868e-11 1.33486e-12 0.0869954
68 162 7.11733e-11 1.2826e-12 0.0674155
68 164 3.57344e-10 1.48926e-11 0.0291508
70 168 1.80542e-10 1.14738e-12 0.191164
72 174 1.58634e-10 1.36441e-12 0.14125
73 180 3.77748e-13 1.12006e-14 0.0409729
74 180 1.52424e-10 1.844e-12 0.100422
76 184 7.10473e-11 5.77129e-13 0.149558
78 190 2.42114e-10 8.6028e-13 0.341912
80 196 1.21615e-10 1.53692e-12 0.0961327
