0 4.41856e-07 3.48944e-08 4.41305e-08 1.036e-09 2.28075e-11 3.90705e-10 1.36445e-10 4.24998e-10 3.82821e-10 3.53824e-11 5.18981e-13 8.8587e-11 1.54243e-12 1.2821e-15 1.97121e-16 3.16435e-16 7.55344e-17 8.97487e-18 1.60698e-17 3.98147e-28 3.47674e-18 1.28913e-17 3.34766e-17 0 0 0 0 0 0 0 0 0 0 0 0 
1 5.99942e-07 4.11785e-08 1.62849e-08 1.14394e-08 4.77767e-09 5.47356e-10 3.37444e-10 7.81297e-10 5.67232e-10 2.80982e-10 2.97003e-11 7.07249e-10 8.93577e-10 6.95169e-12 4.00236e-11 9.92748e-10 2.7051e-10 5.69899e-10 3.96718e-11 1.2494e-18 8.24172e-11 4.73806e-11 5.81345e-10 0 0 0 0 0 0 0 0 0 0 0 0 
2 1.4699e-06 9.61414e-07 4.48273e-07 5.17413e-08 1.28731e-08 1.00483e-10 3.20496e-10 2.90856e-10 6.61958e-11 4.14288e-10 3.61345e-11 6.26649e-10 1.42536e-09 1.40122e-11 1.69441e-10 1.12645e-09 4.94359e-10 2.12932e-09 4.30031e-10 2.56556e-16 3.27243e-10 1.04276e-10 1.83841e-09 3.06953e-16 8.68034e-14 8.20822e-12 3.46179e-13 1.33796e-12 1.63279e-14 1.21678e-16 6.12506e-28 5.98322e-17 4.41129e-19 1.28165e-16 2.71153e-21 
3 3.48282e-06 1.79381e-06 7.12494e-07 5.58789e-08 1.26544e-08 9.81153e-11 2.52946e-10 9.84191e-11 9.14269e-12 2.50069e-10 4.30843e-11 5.33634e-11 7.50933e-10 1.33024e-11 1.95545e-10 1.8174e-10 4.27118e-10 2.10357e-09 1.7976e-09 2.105e-12 3.44186e-10 3.32518e-10 1.68176e-09 4.80505e-15 2.21106e-12 2.55909e-11 1.59794e-11 1.18063e-10 4.01294e-11 3.42663e-11 4.84078e-20 3.08391e-11 1.9002e-12 8.83105e-11 8.1512e-13 
4 2.34478e-06 7.30579e-07 1.96545e-07 3.76663e-09 2.58347e-09 9.07075e-12 7.26706e-11 4.88899e-12 1.93552e-13 2.48457e-11 6.13551e-11 3.85564e-13 9.71269e-11 5.77421e-12 3.44497e-11 2.9128e-12 1.48637e-10 1.46389e-10 1.32342e-09 5.00276e-12 3.75473e-11 2.9781e-10 1.58666e-10 4.01219e-13 1.50539e-11 2.09258e-11 2.80361e-11 1.28689e-10 5.08032e-11 4.35833e-11 2.14021e-15 3.97045e-11 3.29917e-12 9.9104e-11 5.30945e-12 
5 6.71682e-07 1.39511e-07 4.4565e-08 1.33416e-10 2.36113e-10 4.16627e-13 4.10465e-11 5.17829e-13 2.48248e-14 4.56764e-12 5.47945e-11 4.77371e-14 4.41565e-11 4.71565e-12 1.44483e-12 2.60384e-14 5.55743e-12 2.51503e-13 2.03385e-11 3.89701e-12 6.46022e-13 4.1223e-11 7.66996e-11 5.07484e-12 1.44056e-11 1.81349e-11 1.93185e-11 2.79259e-11 4.45277e-11 2.01153e-11 7.51269e-15 1.32534e-11 1.80297e-11 2.77046e-11 5.46994e-11 
6 1.31773e-13 4.90763e-15 1.47219e-15 6.28266e-16 9.88499e-11 1.23858e-17 1.7202e-11 1.03865e-14 1.64941e-17 3.13007e-12 5.39418e-11 4.66309e-16 2.65271e-11 2.01288e-11 1.02816e-13 8.85261e-17 4.04254e-13 9.6466e-16 1.00361e-12 1.51031e-12 3.01988e-15 3.39038e-12 2.32941e-11 7.93038e-12 1.48682e-12 1.43056e-11 7.10149e-12 2.30474e-11 3.8953e-11 3.25288e-11 1.8202e-14 2.70495e-11 3.03228e-11 2.12632e-11 5.49429e-11 
7 3.72671e-15 1.33953e-16 3.71872e-17 2.78248e-16 2.25977e-11 2.32376e-20 3.55372e-12 1.31741e-16 5.79168e-19 3.13225e-12 5.32526e-11 5.17844e-17 8.90914e-12 3.94121e-11 3.79714e-15 4.59697e-20 1.56274e-14 7.92246e-19 4.37078e-14 6.33048e-13 1.6921e-18 9.70746e-14 2.87202e-12 6.78294e-12 2.25811e-14 2.53761e-12 3.60183e-13 1.26148e-11 5.71255e-12 2.47547e-11 3.82376e-14 2.95688e-11 1.54009e-11 5.16359e-12 5.35283e-12 
8 2.28925e-16 9.32292e-18 2.21756e-18 2.77834e-16 5.29402e-12 1.84338e-22 6.99899e-13 2.55754e-18 5.7419e-20 3.14905e-12 5.30955e-11 8.53687e-18 2.88339e-12 4.66345e-11 1.0123e-16 2.36036e-23 4.17169e-16 5.57849e-22 1.32371e-15 1.35366e-13 1.00871e-21 2.54006e-15 1.35813e-13 7.08574e-12 1.1432e-15 1.23302e-12 2.95841e-14 9.09372e-12 3.74804e-13 3.1498e-12 6.03898e-14 7.956e-12 1.87569e-12 5.04836e-13 4.69318e-13 
9 1.97426e-17 1.16148e-18 1.92893e-19 2.77033e-16 1.80102e-12 3.59668e-23 1.35499e-13 5.23568e-20 7.08777e-21 3.11558e-12 5.35749e-11 1.1589e-18 1.44078e-12 4.83767e-11 2.3511e-18 1.9795e-26 9.81834e-18 3.06157e-24 3.32415e-17 2.128e-14 6.77134e-25 6.25947e-17 4.23597e-15 7.14044e-12 5.36397e-17 1.10348e-12 1.78911e-15 8.67125e-12 2.31478e-14 2.22526e-13 7.0885e-14 1.54032e-12 2.03902e-13 5.80125e-14 2.43233e-14 
