34 74 1.01396e-05 1.0295e-09 11.0027
36 78 3.99483e-06 3.0187e-10 14.7838
38 84 1.53646e-06 2.8047e-10 6.11986
42 92 1.21847e-07 8.79656e-10 0.154743
42 94 3.66939e-08 5.61142e-10 0.0730514
44 96 2.61835e-10 2.50116e-10 0.00116948
44 98 1.15147e-09 8.67616e-11 0.0148263
46 102 8.48631e-10 3.2251e-11 0.0293956
48 106 1.71632e-10 5.04077e-11 0.00380372
48 108 1.41348e-09 3.71532e-11 0.042501
49 113 6.79559e-10 2.28666e-11 0.0331996
50 112 1.04159e-09 1.00573e-10 0.0115698
50 114 3.93282e-09 7.03603e-11 0.062443
50 115 4.67323e-10 3.78159e-11 0.0138054
52 120 6.73333e-10 1.76053e-11 0.0427262
54 124 1.95983e-09 2.32106e-11 0.0943278
54 126 1.69174e-09 2.1354e-11 0.088504
56 130 9.44204e-09 1.59484e-11 0.661386
56 132 4.30897e-09 1.55594e-11 0.309377
57 138 9.8793e-12 1.18684e-12 0.00929913
58 136 1.25534e-09 7.91225e-12 0.177243
58 138 9.57841e-10 1.04721e-11 0.10218
62 144 7.90916e-09 2.70271e-11 0.326917
64 152 5.84678e-11 3.22965e-12 0.0202241
66 156 4.36051e-11 7.61579e-13 0.0639631
66 158 1.21731e-10 1.33486e-12 0.101876
68 162 9.16118e-11 1.2826e-12 0.0797932
68 164 3.46766e-10 1.48926e-11 0.0260119
70 168 1.09967e-10 1.14738e-12 0.107068
72 174 8.77539e-11 1.36441e-12 0.0718505
73 180 3.96842e-13 1.12006e-14 0.0395807
74 180 8.58831e-11 1.844e-12 0.0520301
76 184 6.56743e-12 5.77129e-13 0.0127125
78 190 1.9898e-10 8.6028e-13 0.25839
80 196 1.04612e-11 1.53692e-12 0.00760393
